Source	Target
Accept Jarl <Alias=Jarl>'s surrender	<Alias=Jarl> 의 항복을 받기
Accept Sign	승인
Accompany Frea to Skaal Village	프레아와 함께 스칼 마을로 가기
Acolyte Jenssen	복사 옌센
Acquire Balmora Blue	발모라 블루를 구하기
Acquire the Staff	지팡이를 획득하기
Activate	작동
Activate the Armor Stone	방어구 비석을 작동시키기
ACTIVE EFFECTS	적용중인 효과
Actually I've got it here.	내가 가지고 있소.
Actually, Alain Dufont is already dead. I killed him.	사실, 얼레인 듀퐁은 이미 사망했소. 내가 죽였지.
Actually, I already have it. (Give Folio)	사실은, 이미 구했소. (한정판 주기)
Actually, I can't stop to play games right now.	지금은 같이 놀 시간이 없구나.
Actually, I discovered Leifnarr's body.	실은, 레이프나의 시체를 발견했소.
Actually, I have some things to do first.	아, 먼저 처리해야 할 것들이 있군.
Actually, I'll come back later.	음, 나중에 다시 오겠소.
Actually, I'm here on Dark Brotherhood business.	사실은 다크 브라더후드의 일 때문에 여기에 왔다.
Actually, I'm hoping to join them.	사실은 거기에 가입하고 싶은데.
Actually, I'm looking for this old guy hiding out in Riften.	리프튼에 숨어 있는 늙은 남자를 찾고 있는데.
Actually, I'm not sure I have it anymore.	음, 이젠 더 이상 없는 것 같은데.
Actually, I'm not sure. I need to think about it.	사실, 확신이 안섭니다. 더 생각해 보겠습니다.
Actually, I've already found it.	사실, 이미 찾아냈소.
Actually, let me chose something else.	음, 다른 것을 보고 싶은데.
Actually, let's just stay here.	여기 머무르지.
Actually, Letrush wants me to steal the horse...	사실은, 리트러쉬가 말을 훔쳐달라고 부탁하더군...
Actually, maybe this isn't the best time...	당장은 곤란하다.
Actually, Motierre, there is one more thing...	사실은 모티에르, 한 가지 남은 일이...
Actually, now that you mention it...(Attack)	흠, 그걸 언급한 이상은... (공격)
Actually, she's a vampire. She planned to enslave the town.	사실, 알바는 흡혈귀입니다. 마을 전체를 지배하려고 했습니다.
Actually, she's already dead.	사실, 이미 죽었소.
Actually, there is something you could do for me.	사실은 당신에게 부탁할 일이 있소.
Actually, yes.	확실히 그렇습니다.
Actually, you need to take a look at this. (Give journal)	사실, 이걸 보는 게 좋을 것 같은데. (일기를 주기)
Adalvald	아달발드
Adara	아다라
Add	추가
Add a cellar beneath the Main Hall.	대청 아래쪽에 지하실을 추가합니다.
Add a greenhouse with customizable planters.	마음대로 여러가지 식물을 재배할 수 있는 온실을 추가합니다.
Add a kitchen that can be fitted out with cooking stations, food containers and the like.	여러가지 주방용품들과 음식 저장용기등이 구비된 부엌을 추가합니다.
Add a residential wing with master bedroom and childrens' bedroom. Includes an exterior porch.	주 침실과 어린이용 침실들로 구성된 공간을 추가합니다. 외부로 통하는 문도 포함되어 있습니다.
Add a room that can be equipped with smithing stations and weapon storage. Includes an exterior porch.	제련용 시설외에 무기들을 저장할 수 있는 공간을 추가합니다. 외부로 통하는 문도 포함되어 있습니다.
Add a storage area which can be equipped with a variety of containers and weapon racks. Includes an exterior porch.	다양한 보관함 상자들과 무기 거치대등을 설치할 수 있는 창고를 추가합니다. 외부로 통하는 문도 포함되어 있습니다.
Add a tower ready to be fitted out as an alchemy laboratory.	연금술 실험실로 꾸밀 수 있는 탑을 추가합니다.
Add a tower ready to be turned into a comfortable library.	안락한 도서실로 꾸밀 수 있는 탑을 추가합니다.
Add a tower that can be turned into a fully-equipped enchanting laboratory.	완벽한 마법부가 연구실로 전환할 수 있는 탑을 추가합니다.
Add a trophy room that can be equipped with display cases, animal trophies, and weapon racks.	진열장, 동물 전리품, 무기 거치대등을 설치할 수 있는 전시실을 추가합니다.
Added	추가됨
Added Effects	추가된 효과
Addict	중독자
Addiction	중독
Addition - East Wing - Armory	추가 - 동쪽 부속 건물 - 병기고
Addition - East Wing - Kitchen	추가 - 동쪽 부속 건물 - 부엌
Addition - East Wing - Library	추가 - 동쪽 부속 건물 - 도서실
Addition - North Wing - Alchemy Laboratory	추가 - 북쪽 부속 건물 - 연금술 실험실
Addition - North Wing - Storage Room	추가 - 북쪽 부속 건물 - 저장고
Addition - North Wing - Trophy Room	추가 - 북쪽 부속 건물 - 전시실
Addition - West Wing - Bedrooms	추가 - 서쪽 부속 건물 - 침실
Addition - West Wing - Enchanter's Tower	추가 - 서쪽 부속 건물 - 마법부가 연구탑
Addition - West Wing - Greenhouse	추가 - 서쪽 부속 건물 - 온실
Additional Werewolf Transformation	추가 늑대인간 변신
Adds <mag>% to the dragon breath and spell absorption of Miraak's robes.	미락의 로브가 적의 마법과 드래곤의 숨결을 <mag>% 흡수합니다.
Addvar	애드바
Addvar's House	애드바의 집
Addvild	애드빌드
Adeber	아데버
Adelaisa	아델라이자
Adelaisa Vendicci	아델라이자 벤디치
Adept	숙련자
Adept Alteration	변화마법 숙련자
Adept Conjuration	소환마법 숙련자
Adept Destruction	파괴마법 숙련자
Adept Hood	숙련자 두건
Adept Illusion	환영마법 숙련자
Adept Locks	잠금해제 숙련자
Adept Restoration	회복마법 숙련자
Adept Robes	숙련자 로브
Adept Robes of Alteration	숙련자 로브 - 변화마법
Adept Robes of Conjuration	숙련자 로브 - 소환마법
Adept Robes of Destruction	숙련자 로브 - 파괴마법
Adept Robes of Illusion	숙련자 로브 - 환영마법
Adept Robes of Restoration	숙련자 로브 - 회복마법
Adisla	아디슬라
Admit that I control you.	나의 지배를 인정하라.
Admonition Against Ebony	에보니에 대한 충고
Adonato Leotelli	아도나토 레오텔리
Adonato's Book	아도나토의 책
Adrenaline Rush	아드레날린 분출
Adrianne Avenicci	에이드리안 아베니치
Adril	아드릴
Adril Arano	아드릴
Adril Arano said you might be able to help me.	아드릴 아라노가 말하길 당신이 나를 도와줄 수 있다던데.
Adril's Survey Results	아드릴의 조사결과
Aduri Sarethi	아두리 사레시
Advanced Armors	고급 방어구
Advances in Lockpicking	상급 잠금해제
Advard	애드버드
Adventurer	모험가
Adventurer's Backpack	모험가의 배낭
Adventurer's Journal	모험가의 일기
Aedra and Daedra	에이드라와 데이드라
Aegisbane	이지스베인
Aela	에일라
Aela and I work to avenge Skjor's death.	에일라와 저는 스키욜의 죽음을 복수하기 위해 노력하고 있습니다.
Aela the Huntress	사냥꾼 에일라
Aela's Shield	에일라의 방패
Aeri	에어리
Aeri's House	에어리의 집
Aeri's Note	에어리의 노트
Aerin	에린
Aerin's House	에린의 집
Aerin's House Key	열쇠 - 에린의 집
Aeta	에이타
Aetherial Crown	에테리얼 왕관
Aetherial Shield	에테리얼 방패
Aetherial Staff	에테리얼 지팡이
Aetherial Summons	에테리얼 소환
AETHERIUM	아테리움
Aetherium Crest	에테리움 문장
Aetherium Forge	에테리움 대장간
Aetherium Shard	에테리움 파편
Aevar Stone-Singer	에바 스톤-싱어
Affable Gent	정중한 겐트
Afflicted	병자
Afflicted Devotee	병든 광신도
Afflicted Refugee	병든 피난민
Afflicted Remnants	고통받는 생존자들
Afflicted's Note	감염자의 노트
After all that, why?	그렇게까지 한 후에, 어째서?
After I kill you, I'm going to kill the Emperor.	너를 죽인 다음, 황제를 죽이러 가겠다.
afternoon	낮
Aftershock	여진
Age	나이
Agent Lorcalin	첩보원 로칼린
Agent of Dibella	디벨라의 사도
Agent of Dibella added	디벨라의 대행자가 추가되었습니다
Agent of Kynareth	키나레스의 사도
Agent of Mara	마라의 사도
Agent of Mara added	마라의 사도 추가됨
Agile Defender	민첩한 수비자
Agmaer	애그미어
Agna	애그나
Agni	아그니
Agnis	애그니스
Agnis is dead.	애그니스는 죽었다.
Agrius	아그리우스
Agrius's Journal	아그리어스의 일기
Ah yes, High Rock. Home of exquisite Breton cuisine...	아 그렇지, 하이 락 지방. 이국적인 브레튼 요리의 고향이지...
Ahjisi	아지시
Ahkari	아카리
Ahlam	알램
Ahtar	아타
Ahzidal	아지달
Ahzidal's Arcana	아지달의 비전
Ahzidal's Armor of Retribution	아지달 방어구 - 응징
Ahzidal's Boots of Waterwalking	아지달 전투화 - 수상 보행
Ahzidal's Descent	아지달의 추락
Ahzidal's Gauntlets of Warding	아지달 장갑 - 보호
Ahzidal's Genius	아지달의 재능
Ahzidal's Helm of Vision	아지달 투구 - 시각
Ahzidal's Necromancy	아지달의 강령술
Ahzidal's Rage	아지달의 분노
Ahzidal's Retribution	아지달의 응징
Ahzidal's Ring of Arcana	아지달 반지 - 마력
Ahzidal's Ring of Necromancy	아지달 반지 - 강령술
Ahzidal's Vision	아지달의 시야
Ahzidal's Warding	아지달의 방어막
Ahzirr Traajijazeri	아지르 트라지자자에리
Aia	에이아
Aia Arria	에이아 아리아
Aicantar	아이캔터
Aicantar's Lab Journal	아이캔터의 연구실 일기
Aicantar's Spider	아이캔터의 거미
Aim Menu	조준 메뉴
Aimed	조준된
Aiming	조준
Ainethach	아이너테치
Ainethach won't be a problem anymore.	아이너테치 문제는 해결되었소.
Akar	아카
Akaviri Sword	아카비리 검
Alain	얼레인
Alain Dufont	얼레인 듀퐁
Alain Dufont now lies dead.	얼레인 듀퐁은 죽었다.
Albino Spider	백색 거미
Albino Spider Egg	백색 거미 알
Albino Spider Pod	백색 거미 고치
Alchemist	연금술사
Alchemist's Journal	연금술사의 일기
Alchemist's Note	연금술사의 메모
Alchemist's Shack	연금술사의 판잣집
Alchemy	연금술
Alchemy Lab	연금술 실험대
Alchemy Laboratory - Remove Workbench	연금술 실험실 - 작업선반 제거
Alchemy Laboratory - Workbench	연금술 실험실 - 작업선반
Alchemy Laboratory, Doors	연금술 실험실,문들
Alchemy Laboratory, First Floor Walls	연금술 실험실, 1층 벽
Alchemy Laboratory, Floor	연금술 실험실, 바닥
Alchemy Laboratory, Foundation	연금술 실험실, 토대
Alchemy Laboratory, Main Supports	연금술 실험실, 큰 기둥
Alchemy Laboratory, Roof	연금술 실험실, 지붕
Alchemy Laboratory, Roof Canopy	연금술 실험실, 지붕 덮개
Alchemy Laboratory, Second Floor Supports	연금술 실험실, 2층 지지대
Alchemy Laboratory, Second Floor Walls	연금술 실험실, 2층 벽
Alchemy laboratory. (<Global=HDMarkarthAlchemy> gold)	연금술 실험대. (<Global=HDMarkarthAlchemy> 골드)
Alchemy laboratory. (<Global=HDRiftenAlchemy> gold)	연금술 실험대. (<Global=HDRiftenAlchemy> 골드)
Alchemy laboratory. (<Global=HDSolitudeAlchemy> gold)	연금술 실험대. (<Global=HDSolitudeAlchemy> 골드)
Alchemy laboratory. (<Global=HDWhiterunAlchemy> gold)	연금술 실험대. (<Global=HDWhiterunAlchemy> 골드)
Alchemy laboratory. (<Global=HDWindhelmAlchemy> gold)	연금술 실험대. (<Global=HDWindhelmAlchemy> 골드)
Alchemy labs can be used to combine ingredients into useful potions and deadly poisons.	연금술 실험대는 재료들을 섞어 유용한 물약이나 치명적인 독으로 만드는데 사용됩니다.
Alchemy Perks	연금술 퍽
Alchemy. (<Global=BYOHHPCostAlchemy> gold)	연금술 실험실. (<Global=BYOHHPCostAlchemy> 골드)
Alding	알딩
Aldis	알디스
Alduin	알두인
Alduin brought this on himself.	알두인이 자초한 것입니다.
Alduin is Real	알두인은 진짜다
Alduin's Bane	알두인의 파멸
Alduin's Wall	알두인의 벽
Alduin... The dragon who's raising the others?	알두인이면... 다른 드래곤을 부활시키는 녀석?
Ale	술 - 맥주
Alea Quintus	알리아 퀸투스
Alesan	알레슨
Alessandra	알리산드라
Alessandra's Dagger	알리산드라의 단검
Alethius	알레시우스
Alethius's Notes	알레시우스의 노트
Alexia Vici	알렉시아 비치
Alfarinn	알파린
Alfhild	알프힐드
Alfhild Battle-Born	알프힐드 배틀-본
Alftand	알프탄드
Alftand Animonculory	알프탄드 기계실
Alftand Cathedral	알프탄드 대성당
Alftand Glacial Ruins	알프탄드 빙하 폐허
Alftand Ruined Tower	알프탄드 폐허 탑
Alik'r Hood	해머펠 용병의 두건
Alik'r Prisoner	알리키어 죄수
Alik'r Warrior	알리키어 전사
ALL	모두보기
All affected undead up to level <mag> flee for <dur> seconds.	레벨 <mag> 이하인 언데드들을 <dur> 초 동안 도망치게 합니다.
All Ammo	모든 화살
All Books	모든 서적
All Clothing and Jewelry	모든 의류와 장신구
All Dawnguard Misc or Other Items	모든 던가드 그 외 물품들
All Dawnguard Weapons and Armor	모든 던가드 무기와 방어구
All Dragonborn Ammo	모든 드래곤본 화살 볼트
All Dragonborn Armor	모든 드래곤본 방어구
All Dragonborn Books	모든 드래곤본 서적
All Dragonborn Ingredients	모든 드래곤본 재료
All Dragonborn Keys	모든 드래곤본 열쇠
All Dragonborn Misc Items	모든 드래곤본 기타물품
All Dragonborn Potions	모든 드래곤본 물약
All Dragonborn Scrolls	모든 드래곤본 마법 주문서
All Dragonborn Spell Tomes	모든 드래곤본 마법책
All Dragonborn Weapons	모든 드래곤본 무기
All Employees Must Read!	모든 직원들은 읽으시오!
All Enchanted Armor	모든 마법 방어구
All EnchantedWeapons	모든 마법 무기
All I know is that your people need you to return.	내가 아는 거라고는 당신이 돌아가야 한다는 것 뿐이오.
All I've ever wanted to do is serve this Sanctuary.	이 성지를 위해서라면 무엇이든 하지.
All I've got.	지금 가지고 있는 것 전부.
All Ingredients	모든 재료
All Keys	모든 열쇠
All Misc Items	모든 기타물품
All Potions	모든 물약
All right, I'll do it.	좋아, 내가 하지.
All right, I'll do it. I'll kill one of them.	좋아, 하지. 저들 중 하나를 죽이겠다.
